icon,path
sinking-ship,icons/000000/ffffff/1x1/delapouite/sinking-ship.png
sitting-dog,icons/000000/ffffff/1x1/delapouite/sitting-dog.png
skateboard,icons/000000/ffffff/1x1/delapouite/skateboard.png
skeletal-hand,icons/000000/ffffff/1x1/delapouite/skeletal-hand.png
ski-boot,icons/000000/ffffff/1x1/delapouite/ski-boot.png
skier,icons/000000/ffffff/1x1/delapouite/skier.png
skills,icons/000000/ffffff/1x1/delapouite/skills.png
skimmer-hat,icons/000000/ffffff/1x1/delapouite/skimmer-hat.png
skipping-rope,icons/000000/ffffff/1x1/delapouite/skipping-rope.png
skirt,icons/000000/ffffff/1x1/delapouite/skirt.png
skis,icons/000000/ffffff/1x1/delapouite/skis.png
skull-staff,icons/000000/ffffff/1x1/delapouite/skull-staff.png
slalom,icons/000000/ffffff/1x1/delapouite/slalom.png
sleeping-bag,icons/000000/ffffff/1x1/delapouite/sleeping-bag.png
sleeveless-jacket,icons/000000/ffffff/1x1/delapouite/sleeveless-jacket.png
sleeveless-top,icons/000000/ffffff/1x1/delapouite/sleeveless-top.png
sliced-mushroom,icons/000000/ffffff/1x1/delapouite/sliced-mushroom.png
sliced-sausage,icons/000000/ffffff/1x1/delapouite/sliced-sausage.png
slime,icons/000000/ffffff/1x1/delapouite/slime.png
sling,icons/000000/ffffff/1x1/delapouite/sling.png
slingshot,icons/000000/ffffff/1x1/delapouite/slingshot.png
slipknot,icons/000000/ffffff/1x1/delapouite/slipknot.png
slippers,icons/000000/ffffff/1x1/delapouite/slippers.png
slumbering-sanctuary,icons/000000/ffffff/1x1/delapouite/slumbering-sanctuary.png
smart,icons/000000/ffffff/1x1/delapouite/smart.png
delapouite_smartphone,icons/000000/ffffff/1x1/delapouite/smartphone.png
skoll_smartphone,icons/000000/ffffff/1x1/skoll/smartphone.png
smoking-pipe,icons/000000/ffffff/1x1/delapouite/smoking-pipe.png
smoking-volcano,icons/000000/ffffff/1x1/delapouite/smoking-volcano.png
snail-eyes,icons/000000/ffffff/1x1/delapouite/snail-eyes.png
snake-egg,icons/000000/ffffff/1x1/delapouite/snake-egg.png
snake-jar,icons/000000/ffffff/1x1/delapouite/snake-jar.png
snake-spiral,icons/000000/ffffff/1x1/delapouite/snake-spiral.png
snake-tongue,icons/000000/ffffff/1x1/delapouite/snake-tongue.png
sniffing-dog,icons/000000/ffffff/1x1/delapouite/sniffing-dog.png
snitch-quidditch-ball,icons/000000/ffffff/1x1/delapouite/snitch-quidditch-ball.png
snowboard,icons/000000/ffffff/1x1/delapouite/snowboard.png
soap,icons/000000/ffffff/1x1/delapouite/soap.png
soccer-ball,icons/000000/ffffff/1x1/delapouite/soccer-ball.png
soccer-field,icons/000000/ffffff/1x1/delapouite/soccer-field.png
soccer-kick,icons/000000/ffffff/1x1/delapouite/soccer-kick.png
socks,icons/000000/ffffff/1x1/delapouite/socks.png
sofa,icons/000000/ffffff/1x1/delapouite/sofa.png
solar-system,icons/000000/ffffff/1x1/delapouite/solar-system.png
solar-time,icons/000000/ffffff/1x1/delapouite/solar-time.png
solid-leaf,icons/000000/ffffff/1x1/delapouite/solid-leaf.png
sombrero,icons/000000/ffffff/1x1/delapouite/sombrero.png
sonic-shoes,icons/000000/ffffff/1x1/delapouite/sonic-shoes.png
soul-vessel,icons/000000/ffffff/1x1/delapouite/soul-vessel.png
sound-off,icons/000000/ffffff/1x1/delapouite/sound-off.png
sound-on,icons/000000/ffffff/1x1/delapouite/sound-on.png
south-africa-flag,icons/000000/ffffff/1x1/delapouite/south-africa-flag.png
south-africa,icons/000000/ffffff/1x1/delapouite/south-africa.png
south-america,icons/000000/ffffff/1x1/delapouite/south-america.png
south-korea,icons/000000/ffffff/1x1/delapouite/south-korea.png
space-needle,icons/000000/ffffff/1x1/delapouite/space-needle.png
space-shuttle,icons/000000/ffffff/1x1/delapouite/space-shuttle.png
spaceship,icons/000000/ffffff/1x1/delapouite/spaceship.png
spain,icons/000000/ffffff/1x1/delapouite/spain.png
spark-plug,icons/000000/ffffff/1x1/delapouite/spark-plug.png
sparkles,icons/000000/ffffff/1x1/delapouite/sparkles.png
spartan-helmet,icons/000000/ffffff/1x1/delapouite/spartan-helmet.png
speaker-off,icons/000000/ffffff/1x1/delapouite/speaker-off.png
speaker,icons/000000/ffffff/1x1/delapouite/speaker.png
spear-feather,icons/000000/ffffff/1x1/delapouite/spear-feather.png
spearfishing,icons/000000/ffffff/1x1/delapouite/spearfishing.png
speed-boat,icons/000000/ffffff/1x1/delapouite/speed-boat.png
speedometer,icons/000000/ffffff/1x1/delapouite/speedometer.png
spell-book,icons/000000/ffffff/1x1/delapouite/spell-book.png
sperm-whale,icons/000000/ffffff/1x1/delapouite/sperm-whale.png
spider-bot,icons/000000/ffffff/1x1/delapouite/spider-bot.png
spider-eye,icons/000000/ffffff/1x1/delapouite/spider-eye.png
spider-mask,icons/000000/ffffff/1x1/delapouite/spider-mask.png
spiked-dragon-head,icons/000000/ffffff/1x1/delapouite/spiked-dragon-head.png
spiked-shield,icons/000000/ffffff/1x1/delapouite/spiked-shield.png
spiked-shoulder-armor,icons/000000/ffffff/1x1/delapouite/spiked-shoulder-armor.png
spiked-trunk,icons/000000/ffffff/1x1/delapouite/spiked-trunk.png
spiked-wall,icons/000000/ffffff/1x1/delapouite/spiked-wall.png
spiky-pit,icons/000000/ffffff/1x1/delapouite/spiky-pit.png
spiky-wing,icons/000000/ffffff/1x1/delapouite/spiky-wing.png
spiral-hilt,icons/000000/ffffff/1x1/delapouite/spiral-hilt.png
spiral-lollipop,icons/000000/ffffff/1x1/delapouite/spiral-lollipop.png
split-arrows,icons/000000/ffffff/1x1/delapouite/split-arrows.png
spock-hand,icons/000000/ffffff/1x1/delapouite/spock-hand.png
spooky-house,icons/000000/ffffff/1x1/delapouite/spooky-house.png
sport-medal,icons/000000/ffffff/1x1/delapouite/sport-medal.png
spring,icons/000000/ffffff/1x1/delapouite/spring.png
spy,icons/000000/ffffff/1x1/delapouite/spy.png
square,icons/000000/ffffff/1x1/delapouite/square.png
squirrel,icons/000000/ffffff/1x1/delapouite/squirrel.png
sri-lanka,icons/000000/ffffff/1x1/delapouite/sri-lanka.png
stabbed-note,icons/000000/ffffff/1x1/delapouite/stabbed-note.png
stable,icons/000000/ffffff/1x1/delapouite/stable.png
stack,icons/000000/ffffff/1x1/delapouite/stack.png
stairs-cake,icons/000000/ffffff/1x1/delapouite/stairs-cake.png
stairs-goal,icons/000000/ffffff/1x1/delapouite/stairs-goal.png
stairs,icons/000000/ffffff/1x1/delapouite/stairs.png
stake-hammer,icons/000000/ffffff/1x1/delapouite/stake-hammer.png
stakes-fence,icons/000000/ffffff/1x1/delapouite/stakes-fence.png
stalactites,icons/000000/ffffff/1x1/delapouite/stalactites.png
stamper,icons/000000/ffffff/1x1/delapouite/stamper.png
star-altar,icons/000000/ffffff/1x1/delapouite/star-altar.png
star-flag,icons/000000/ffffff/1x1/delapouite/star-flag.png
star-formation,icons/000000/ffffff/1x1/delapouite/star-formation.png
star-gate,icons/000000/ffffff/1x1/delapouite/star-gate.png
star-key,icons/000000/ffffff/1x1/delapouite/star-key.png
star-medal,icons/000000/ffffff/1x1/delapouite/star-medal.png
star-struck,icons/000000/ffffff/1x1/delapouite/star-struck.png
starfighter,icons/000000/ffffff/1x1/delapouite/starfighter.png
stars-stack,icons/000000/ffffff/1x1/delapouite/stars-stack.png
steak,icons/000000/ffffff/1x1/delapouite/steak.png
stealth-bomber,icons/000000/ffffff/1x1/delapouite/stealth-bomber.png
steam-blast,icons/000000/ffffff/1x1/delapouite/steam-blast.png
steam-locomotive,icons/000000/ffffff/1x1/delapouite/steam-locomotive.png
steam,icons/000000/ffffff/1x1/delapouite/steam.png
steampunk-goggles,icons/000000/ffffff/1x1/delapouite/steampunk-goggles.png
steering-wheel,icons/000000/ffffff/1x1/delapouite/steering-wheel.png
stegosaurus-scales,icons/000000/ffffff/1x1/delapouite/stegosaurus-scales.png
stethoscope,icons/000000/ffffff/1x1/delapouite/stethoscope.png
stick-frame,icons/000000/ffffff/1x1/delapouite/stick-frame.png
sticky-boot,icons/000000/ffffff/1x1/delapouite/sticky-boot.png
stockpiles,icons/000000/ffffff/1x1/delapouite/stockpiles.png
stomach,icons/000000/ffffff/1x1/delapouite/stomach.png
stone-bridge,icons/000000/ffffff/1x1/delapouite/stone-bridge.png
stone-bust,icons/000000/ffffff/1x1/delapouite/stone-bust.png
stone-path,icons/000000/ffffff/1x1/delapouite/stone-path.png
stone-pile,icons/000000/ffffff/1x1/delapouite/stone-pile.png
stone-stack,icons/000000/ffffff/1x1/delapouite/stone-stack.png
stone-wall,icons/000000/ffffff/1x1/delapouite/stone-wall.png
stone-wheel,icons/000000/ffffff/1x1/delapouite/stone-wheel.png
stop-sign,icons/000000/ffffff/1x1/delapouite/stop-sign.png
stork-delivery,icons/000000/ffffff/1x1/delapouite/stork-delivery.png
straight-pipe,icons/000000/ffffff/1x1/delapouite/straight-pipe.png
strawberry,icons/000000/ffffff/1x1/delapouite/strawberry.png
street-light,icons/000000/ffffff/1x1/delapouite/street-light.png
striped-sun,icons/000000/ffffff/1x1/delapouite/striped-sun.png
strong-man,icons/000000/ffffff/1x1/delapouite/strong-man.png
strongbox,icons/000000/ffffff/1x1/delapouite/strongbox.png
stump-regrowth,icons/000000/ffffff/1x1/delapouite/stump-regrowth.png
stun-grenade,icons/000000/ffffff/1x1/delapouite/stun-grenade.png
submarine-missile,icons/000000/ffffff/1x1/delapouite/submarine-missile.png
submarine,icons/000000/ffffff/1x1/delapouite/submarine.png
subway,icons/000000/ffffff/1x1/delapouite/subway.png
sugar-cane,icons/000000/ffffff/1x1/delapouite/sugar-cane.png
suitcase,icons/000000/ffffff/1x1/delapouite/suitcase.png
summits,icons/000000/ffffff/1x1/delapouite/summits.png
sun-cloud,icons/000000/ffffff/1x1/delapouite/sun-cloud.png
sun-priest,icons/000000/ffffff/1x1/delapouite/sun-priest.png
sun-spear,icons/000000/ffffff/1x1/delapouite/sun-spear.png
sunflower,icons/000000/ffffff/1x1/delapouite/sunflower.png
sunglasses,icons/000000/ffffff/1x1/delapouite/sunglasses.png
delapouite_sunrise,icons/000000/ffffff/1x1/delapouite/sunrise.png
lorc_sunrise,icons/000000/ffffff/1x1/lorc/sunrise.png
sunset,icons/000000/ffffff/1x1/delapouite/sunset.png
surf-board,icons/000000/ffffff/1x1/delapouite/surf-board.png
surfer-van,icons/000000/ffffff/1x1/delapouite/surfer-van.png
sushis,icons/000000/ffffff/1x1/delapouite/sushis.png
suspension-bridge,icons/000000/ffffff/1x1/delapouite/suspension-bridge.png
sverd-i-fjell,icons/000000/ffffff/1x1/delapouite/sverd-i-fjell.png
delapouite_swallow,icons/000000/ffffff/1x1/delapouite/swallow.png
lorc_swallow,icons/000000/ffffff/1x1/lorc/swallow.png
swallower,icons/000000/ffffff/1x1/delapouite/swallower.png
swamp-bat,icons/000000/ffffff/1x1/delapouite/swamp-bat.png
swamp,icons/000000/ffffff/1x1/delapouite/swamp.png
swimfins,icons/000000/ffffff/1x1/delapouite/swimfins.png
swipe-card,icons/000000/ffffff/1x1/delapouite/swipe-card.png
swiss-army-knife,icons/000000/ffffff/1x1/delapouite/swiss-army-knife.png
switch-weapon,icons/000000/ffffff/1x1/delapouite/switch-weapon.png
switzerland,icons/000000/ffffff/1x1/delapouite/switzerland.png
sword-altar,icons/000000/ffffff/1x1/delapouite/sword-altar.png
sword-brandish,icons/000000/ffffff/1x1/delapouite/sword-brandish.png
sword-mold,icons/000000/ffffff/1x1/delapouite/sword-mold.png
swords-power,icons/000000/ffffff/1x1/delapouite/swords-power.png
sydney-opera-house,icons/000000/ffffff/1x1/delapouite/sydney-opera-house.png
t-brick,icons/000000/ffffff/1x1/delapouite/t-brick.png
t-rex-skull,icons/000000/ffffff/1x1/delapouite/t-rex-skull.png
t-shirt,icons/000000/ffffff/1x1/delapouite/t-shirt.png
table,icons/000000/ffffff/1x1/delapouite/table.png
tabletop-players,icons/000000/ffffff/1x1/delapouite/tabletop-players.png
tacos,icons/000000/ffffff/1x1/delapouite/tacos.png
tadpole,icons/000000/ffffff/1x1/delapouite/tadpole.png
take-my-money,icons/000000/ffffff/1x1/delapouite/take-my-money.png
tall-bridge,icons/000000/ffffff/1x1/delapouite/tall-bridge.png
tally-mark-5,icons/000000/ffffff/1x1/delapouite/tally-mark-5.png
tambourine,icons/000000/ffffff/1x1/delapouite/tambourine.png
tangerine,icons/000000/ffffff/1x1/delapouite/tangerine.png
tank-top,icons/000000/ffffff/1x1/delapouite/tank-top.png
tanzania,icons/000000/ffffff/1x1/delapouite/tanzania.png
tap,icons/000000/ffffff/1x1/delapouite/tap.png
tapir,icons/000000/ffffff/1x1/delapouite/tapir.png
target-poster,icons/000000/ffffff/1x1/delapouite/target-poster.png
target-prize,icons/000000/ffffff/1x1/delapouite/target-prize.png
taurus,icons/000000/ffffff/1x1/delapouite/taurus.png
tavern-sign,icons/000000/ffffff/1x1/delapouite/tavern-sign.png
teacher,icons/000000/ffffff/1x1/delapouite/teacher.png
team-downgrade,icons/000000/ffffff/1x1/delapouite/team-downgrade.png
team-idea,icons/000000/ffffff/1x1/delapouite/team-idea.png
team-upgrade,icons/000000/ffffff/1x1/delapouite/team-upgrade.png
teapot-leaves,icons/000000/ffffff/1x1/delapouite/teapot-leaves.png
tee-pipe,icons/000000/ffffff/1x1/delapouite/tee-pipe.png
telescope,icons/000000/ffffff/1x1/delapouite/telescope.png
templar-shield,icons/000000/ffffff/1x1/delapouite/templar-shield.png
temple-door,icons/000000/ffffff/1x1/delapouite/temple-door.png
temple-gate,icons/000000/ffffff/1x1/delapouite/temple-gate.png
temporary-shield,icons/000000/ffffff/1x1/delapouite/temporary-shield.png
tennis-ball,icons/000000/ffffff/1x1/delapouite/tennis-ball.png
tennis-court,icons/000000/ffffff/1x1/delapouite/tennis-court.png
tennis-racket,icons/000000/ffffff/1x1/delapouite/tennis-racket.png
tentacles-barrier,icons/000000/ffffff/1x1/delapouite/tentacles-barrier.png
texas,icons/000000/ffffff/1x1/delapouite/texas.png
theater-curtains,icons/000000/ffffff/1x1/delapouite/theater-curtains.png
theater,icons/000000/ffffff/1x1/delapouite/theater.png
thermometer-cold,icons/000000/ffffff/1x1/delapouite/thermometer-cold.png
thermometer-hot,icons/000000/ffffff/1x1/delapouite/thermometer-hot.png
think,icons/000000/ffffff/1x1/delapouite/think.png
thor-hammer,icons/000000/ffffff/1x1/delapouite/thor-hammer.png
three-friends,icons/000000/ffffff/1x1/delapouite/three-friends.png
throne-king,icons/000000/ffffff/1x1/delapouite/throne-king.png
throwing-ball,icons/000000/ffffff/1x1/delapouite/throwing-ball.png
thrust-bend,icons/000000/ffffff/1x1/delapouite/thrust-bend.png
thumb-down,icons/000000/ffffff/1x1/delapouite/thumb-down.png
thumb-up,icons/000000/ffffff/1x1/delapouite/thumb-up.png
thwomp,icons/000000/ffffff/1x1/delapouite/thwomp.png
tiara,icons/000000/ffffff/1x1/delapouite/tiara.png
tic-tac-toe,icons/000000/ffffff/1x1/delapouite/tic-tac-toe.png
ticket,icons/000000/ffffff/1x1/delapouite/ticket.png
tie,icons/000000/ffffff/1x1/delapouite/tie.png
tiger-head,icons/000000/ffffff/1x1/delapouite/tiger-head.png
tiger,icons/000000/ffffff/1x1/delapouite/tiger.png
tightrope,icons/000000/ffffff/1x1/delapouite/tightrope.png
time-dynamite,icons/000000/ffffff/1x1/delapouite/time-dynamite.png
time-synchronization,icons/000000/ffffff/1x1/delapouite/time-synchronization.png
tipi,icons/000000/ffffff/1x1/delapouite/tipi.png
tire-iron-cross,icons/000000/ffffff/1x1/delapouite/tire-iron-cross.png
tire-iron,icons/000000/ffffff/1x1/delapouite/tire-iron.png
tire-tracks,icons/000000/ffffff/1x1/delapouite/tire-tracks.png
tired-eye,icons/000000/ffffff/1x1/delapouite/tired-eye.png
toaster,icons/000000/ffffff/1x1/delapouite/toaster.png
toggles,icons/000000/ffffff/1x1/delapouite/toggles.png
token,icons/000000/ffffff/1x1/delapouite/token.png
tomahawk,icons/000000/ffffff/1x1/delapouite/tomahawk.png
tomato,icons/000000/ffffff/1x1/delapouite/tomato.png
tongue,icons/000000/ffffff/1x1/delapouite/tongue.png
toolbox,icons/000000/ffffff/1x1/delapouite/toolbox.png
torch,icons/000000/ffffff/1x1/delapouite/torch.png
torpedo,icons/000000/ffffff/1x1/delapouite/torpedo.png
tortoise,icons/000000/ffffff/1x1/delapouite/tortoise.png
totem,icons/000000/ffffff/1x1/delapouite/totem.png
toucan,icons/000000/ffffff/1x1/delapouite/toucan.png
tow-truck,icons/000000/ffffff/1x1/delapouite/tow-truck.png
towel,icons/000000/ffffff/1x1/delapouite/towel.png
tower-bridge,icons/000000/ffffff/1x1/delapouite/tower-bridge.png
tower-flag,icons/000000/ffffff/1x1/delapouite/tower-flag.png
toy-mallet,icons/000000/ffffff/1x1/delapouite/toy-mallet.png
tracked-robot,icons/000000/ffffff/1x1/delapouite/tracked-robot.png
traffic-cone,icons/000000/ffffff/1x1/delapouite/traffic-cone.png
traffic-lights-green,icons/000000/ffffff/1x1/delapouite/traffic-lights-green.png
traffic-lights-orange,icons/000000/ffffff/1x1/delapouite/traffic-lights-orange.png
traffic-lights-ready-to-go,icons/000000/ffffff/1x1/delapouite/traffic-lights-ready-to-go.png
traffic-lights-red,icons/000000/ffffff/1x1/delapouite/traffic-lights-red.png
trail,icons/000000/ffffff/1x1/delapouite/trail.png
transform,icons/000000/ffffff/1x1/delapouite/transform.png
trash-can,icons/000000/ffffff/1x1/delapouite/trash-can.png
travel-dress,icons/000000/ffffff/1x1/delapouite/travel-dress.png
trebuchet,icons/000000/ffffff/1x1/delapouite/trebuchet.png
tree-beehive,icons/000000/ffffff/1x1/delapouite/tree-beehive.png
tree-door,icons/000000/ffffff/1x1/delapouite/tree-door.png
tree-growth,icons/000000/ffffff/1x1/delapouite/tree-growth.png
tree-roots,icons/000000/ffffff/1x1/delapouite/tree-roots.png
tree-swing,icons/000000/ffffff/1x1/delapouite/tree-swing.png
triangle-target,icons/000000/ffffff/1x1/delapouite/triangle-target.png
tribal-gear,icons/000000/ffffff/1x1/delapouite/tribal-gear.png
tribal-pendant,icons/000000/ffffff/1x1/delapouite/tribal-pendant.png
tribal-shield,icons/000000/ffffff/1x1/delapouite/tribal-shield.png
tribunal-jury,icons/000000/ffffff/1x1/delapouite/tribunal-jury.png
triceratops-head,icons/000000/ffffff/1x1/delapouite/triceratops-head.png
trident-shield,icons/000000/ffffff/1x1/delapouite/trident-shield.png
triforce,icons/000000/ffffff/1x1/delapouite/triforce.png
trinacria,icons/000000/ffffff/1x1/delapouite/trinacria.png
triple-gate,icons/000000/ffffff/1x1/delapouite/triple-gate.png
triquetra,icons/000000/ffffff/1x1/delapouite/triquetra.png
trireme,icons/000000/ffffff/1x1/delapouite/trireme.png
troglodyte,icons/000000/ffffff/1x1/delapouite/troglodyte.png
trojan-horse,icons/000000/ffffff/1x1/delapouite/trojan-horse.png
trophies-shelf,icons/000000/ffffff/1x1/delapouite/trophies-shelf.png
trophy-cup,icons/000000/ffffff/1x1/delapouite/trophy-cup.png
tropical-fish,icons/000000/ffffff/1x1/delapouite/tropical-fish.png
trowel,icons/000000/ffffff/1x1/delapouite/trowel.png
truce,icons/000000/ffffff/1x1/delapouite/truce.png
truck,icons/000000/ffffff/1x1/delapouite/truck.png
trumpet-flag,icons/000000/ffffff/1x1/delapouite/trumpet-flag.png
trumpet,icons/000000/ffffff/1x1/delapouite/trumpet.png
trunk-mushroom,icons/000000/ffffff/1x1/delapouite/trunk-mushroom.png
tumbleweed,icons/000000/ffffff/1x1/delapouite/tumbleweed.png
tunisia,icons/000000/ffffff/1x1/delapouite/tunisia.png
turban,icons/000000/ffffff/1x1/delapouite/turban.png
turbine,icons/000000/ffffff/1x1/delapouite/turbine.png
turnstile,icons/000000/ffffff/1x1/delapouite/turnstile.png
tusks-flag,icons/000000/ffffff/1x1/delapouite/tusks-flag.png
tv-remote,icons/000000/ffffff/1x1/delapouite/tv-remote.png
tv-tower,icons/000000/ffffff/1x1/delapouite/tv-tower.png
tv,icons/000000/ffffff/1x1/delapouite/tv.png
two-coins,icons/000000/ffffff/1x1/delapouite/two-coins.png
two-handed-sword,icons/000000/ffffff/1x1/delapouite/two-handed-sword.png
udder,icons/000000/ffffff/1x1/delapouite/udder.png
ufo,icons/000000/ffffff/1x1/delapouite/ufo.png
uluru,icons/000000/ffffff/1x1/delapouite/uluru.png
umbrella-bayonet,icons/000000/ffffff/1x1/delapouite/umbrella-bayonet.png
unbalanced,icons/000000/ffffff/1x1/delapouite/unbalanced.png
underground-cave,icons/000000/ffffff/1x1/delapouite/underground-cave.png
underwear-shorts,icons/000000/ffffff/1x1/delapouite/underwear-shorts.png
underwear,icons/000000/ffffff/1x1/delapouite/underwear.png
unicorn,icons/000000/ffffff/1x1/delapouite/unicorn.png
unicycle,icons/000000/ffffff/1x1/delapouite/unicycle.png
union-jack,icons/000000/ffffff/1x1/delapouite/union-jack.png
up-card,icons/000000/ffffff/1x1/delapouite/up-card.png
upgrade,icons/000000/ffffff/1x1/delapouite/upgrade.png
uprising,icons/000000/ffffff/1x1/delapouite/uprising.png
ursa-major,icons/000000/ffffff/1x1/delapouite/ursa-major.png
uruguay,icons/000000/ffffff/1x1/delapouite/uruguay.png
usa-flag,icons/000000/ffffff/1x1/delapouite/usa-flag.png
usb-key,icons/000000/ffffff/1x1/delapouite/usb-key.png
ushanka,icons/000000/ffffff/1x1/delapouite/ushanka.png
uzi,icons/000000/ffffff/1x1/delapouite/uzi.png
vacuum-cleaner,icons/000000/ffffff/1x1/delapouite/vacuum-cleaner.png
valve,icons/000000/ffffff/1x1/delapouite/valve.png
vampire-cape,icons/000000/ffffff/1x1/delapouite/vampire-cape.png
vampire-dracula,icons/000000/ffffff/1x1/delapouite/vampire-dracula.png
van-damme-split,icons/000000/ffffff/1x1/delapouite/van-damme-split.png
velocipede,icons/000000/ffffff/1x1/delapouite/velocipede.png
velociraptor-tracks,icons/000000/ffffff/1x1/delapouite/velociraptor-tracks.png
velociraptor,icons/000000/ffffff/1x1/delapouite/velociraptor.png
vending-machine,icons/000000/ffffff/1x1/delapouite/vending-machine.png
venezuela,icons/000000/ffffff/1x1/delapouite/venezuela.png
venus-of-willendorf,icons/000000/ffffff/1x1/delapouite/venus-of-willendorf.png
vertical-banner,icons/000000/ffffff/1x1/delapouite/vertical-banner.png
vertical-flip,icons/000000/ffffff/1x1/delapouite/vertical-flip.png
vibrating-shield,icons/000000/ffffff/1x1/delapouite/vibrating-shield.png
vibrating-smartphone,icons/000000/ffffff/1x1/delapouite/vibrating-smartphone.png
video-camera,icons/000000/ffffff/1x1/delapouite/video-camera.png
video-conference,icons/000000/ffffff/1x1/delapouite/video-conference.png
viking-church,icons/000000/ffffff/1x1/delapouite/viking-church.png
viking-head,icons/000000/ffffff/1x1/delapouite/viking-head.png
viking-helmet,icons/000000/ffffff/1x1/delapouite/viking-helmet.png
viking-longhouse,icons/000000/ffffff/1x1/delapouite/viking-longhouse.png
viking-shield,icons/000000/ffffff/1x1/delapouite/viking-shield.png
village,icons/000000/ffffff/1x1/delapouite/village.png
vines,icons/000000/ffffff/1x1/delapouite/vines.png
virgo,icons/000000/ffffff/1x1/delapouite/virgo.png
virtual-marker,icons/000000/ffffff/1x1/delapouite/virtual-marker.png
vitruvian-man,icons/000000/ffffff/1x1/delapouite/vitruvian-man.png
volleyball-ball,icons/000000/ffffff/1x1/delapouite/volleyball-ball.png
vote,icons/000000/ffffff/1x1/delapouite/vote.png
vr-headset,icons/000000/ffffff/1x1/delapouite/vr-headset.png
vuvuzelas,icons/000000/ffffff/1x1/delapouite/vuvuzelas.png
walk,icons/000000/ffffff/1x1/delapouite/walk.png
walkie-talkie,icons/000000/ffffff/1x1/delapouite/walkie-talkie.png
walking-scout,icons/000000/ffffff/1x1/delapouite/walking-scout.png
walking-turret,icons/000000/ffffff/1x1/delapouite/walking-turret.png
wall-light,icons/000000/ffffff/1x1/delapouite/wall-light.png
wallet,icons/000000/ffffff/1x1/delapouite/wallet.png
walrus-head,icons/000000/ffffff/1x1/delapouite/walrus-head.png
wanted-reward,icons/000000/ffffff/1x1/delapouite/wanted-reward.png
war-axe,icons/000000/ffffff/1x1/delapouite/war-axe.png
war-bonnet,icons/000000/ffffff/1x1/delapouite/war-bonnet.png
war-pick,icons/000000/ffffff/1x1/delapouite/war-pick.png
warhammer,icons/000000/ffffff/1x1/delapouite/warhammer.png
warlock-eye,icons/000000/ffffff/1x1/delapouite/warlock-eye.png
warlock-hood,icons/000000/ffffff/1x1/delapouite/warlock-hood.png
warp-pipe,icons/000000/ffffff/1x1/delapouite/warp-pipe.png
washing-machine,icons/000000/ffffff/1x1/delapouite/washing-machine.png
watch,icons/000000/ffffff/1x1/delapouite/watch.png
watchtower,icons/000000/ffffff/1x1/delapouite/watchtower.png
water-bottle,icons/000000/ffffff/1x1/delapouite/water-bottle.png
water-diviner-stick,icons/000000/ffffff/1x1/delapouite/water-diviner-stick.png
water-flask,icons/000000/ffffff/1x1/delapouite/water-flask.png
water-fountain,icons/000000/ffffff/1x1/delapouite/water-fountain.png
water-gallon,icons/000000/ffffff/1x1/delapouite/water-gallon.png
water-gun,icons/000000/ffffff/1x1/delapouite/water-gun.png
water-polo,icons/000000/ffffff/1x1/delapouite/water-polo.png
water-recycling,icons/000000/ffffff/1x1/delapouite/water-recycling.png
water-tank,icons/000000/ffffff/1x1/delapouite/water-tank.png
water-tower,icons/000000/ffffff/1x1/delapouite/water-tower.png
waterfall,icons/000000/ffffff/1x1/delapouite/waterfall.png
watering-can,icons/000000/ffffff/1x1/delapouite/watering-can.png
watermelon,icons/000000/ffffff/1x1/delapouite/watermelon.png
waterskin,icons/000000/ffffff/1x1/delapouite/waterskin.png
wave-surfer,icons/000000/ffffff/1x1/delapouite/wave-surfer.png
wax-tablet,icons/000000/ffffff/1x1/delapouite/wax-tablet.png
weight-lifting-down,icons/000000/ffffff/1x1/delapouite/weight-lifting-down.png
weight-lifting-up,icons/000000/ffffff/1x1/delapouite/weight-lifting-up.png
weight-scale,icons/000000/ffffff/1x1/delapouite/weight-scale.png
weight,icons/000000/ffffff/1x1/delapouite/weight.png
well,icons/000000/ffffff/1x1/delapouite/well.png
western-hat,icons/000000/ffffff/1x1/delapouite/western-hat.png
whale-tail,icons/000000/ffffff/1x1/delapouite/whale-tail.png
wheelbarrow,icons/000000/ffffff/1x1/delapouite/wheelbarrow.png
whisk,icons/000000/ffffff/1x1/delapouite/whisk.png
whistle,icons/000000/ffffff/1x1/delapouite/whistle.png
wifi-router,icons/000000/ffffff/1x1/delapouite/wifi-router.png
wind-turbine,icons/000000/ffffff/1x1/delapouite/wind-turbine.png
windmill,icons/000000/ffffff/1x1/delapouite/windmill.png
window-bars,icons/000000/ffffff/1x1/delapouite/window-bars.png
window,icons/000000/ffffff/1x1/delapouite/window.png
windpump,icons/000000/ffffff/1x1/delapouite/windpump.png
windsock,icons/000000/ffffff/1x1/delapouite/windsock.png
wine-bottle,icons/000000/ffffff/1x1/delapouite/wine-bottle.png
winged-scepter,icons/000000/ffffff/1x1/delapouite/winged-scepter.png
winter-gloves,icons/000000/ffffff/1x1/delapouite/winter-gloves.png
winter-hat,icons/000000/ffffff/1x1/delapouite/winter-hat.png
wire-coil,icons/000000/ffffff/1x1/delapouite/wire-coil.png
wireframe-globe,icons/000000/ffffff/1x1/delapouite/wireframe-globe.png
wisdom,icons/000000/ffffff/1x1/delapouite/wisdom.png
wizard-face,icons/000000/ffffff/1x1/delapouite/wizard-face.png
